Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Gross profit,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Closing Balance,Ending Inventory,Beginning Inventory,Net Margin
262,77,-9,2014/11/8,557,103,Small Market,Central,25,Beans,Coffee,F,51,180,WI,70,100,60,170,52,Decaf,16896,6433,6214,28%
563,15,-2,2014/11/9,848,24,Small Market,Central,4,Beans,Coffee,G,8,39,IA,10,20,10,30,16,Regular,16623,6710,6433,21%
573,82,-2,2014/11/10,601,102,Small Market,Central,31,Beans,Coffee,H,38,184,MO,80,100,40,180,64,Regular,16537,6924,6710,21%
262,94,-14,2014/11/11,694,130,Small Market,Central,85,Beans,Coffee,H,16,224,WI,90,130,30,220,114,Regular,16260,7095,6924,7%
314,54,-29,2014/11/12,885,78,Small Market,Central,15,Beans,Espresso,I,51,132,MO,60,100,80,160,27,Regular,15971,7331,7095,39%
920,75,-25,2014/11/13,1063,89,Small Market,Central,23,Beans,Espresso,I,45,164,WI,90,110,70,200,44,Regular,15782,7512,7331,27%
712,228,16,2014/11/14,1691,304,Small Market,Central,75,Leaves,Herbal Tea,K,196,532,IA,210,280,180,490,108,Decaf,15467,7345,7512,37%
712,113,7,2014/11/15,803,165,Small Market,Central,36,Leaves,Herbal Tea,A,107,278,IA,100,150,100,250,58,Decaf,15193,7489,7345,38%
712,211,19,2014/11/16,1778,212,Small Market,Central,59,Leaves,Tea,C,129,423,IA,170,180,110,350,83,Regular,14845,7477,7489,30%
319,245,43,2014/11/17,1784,300,Small Market,Central,93,Leaves,Tea,M,173,545,IA,200,250,130,450,127,Regular,15041,7293,7477,32%
720,86,-2,2014/11/18,1003,124,Major Market,Central,24,Beans,Coffee,F,88,210,CO,80,120,90,200,36,Decaf,15120,7352,7293,42%
630,127,-8,2014/11/19,830,185,Major Market,Central,40,Beans,Coffee,F,122,312,IL,120,180,130,300,63,Decaf,14797,7501,7352,39%
970,67,-33,2014/11/20,677,101,Major Market,Central,22,Beans,Espresso,E,47,168,CO,80,130,80,210,54,Decaf,14914,7710,7501,28%
630,250,-83,2014/11/21,1820,251,Major Market,Central,70,Beans,Espresso,E,157,501,IL,320,320,240,640,94,Decaf,14828,7735,7710,31%
719,123,4,2014/11/22,959,179,Major Market,Central,34,Beans,Coffee,G,134,302,CO,120,170,130,290,45,Regular,15008,7895,7735,44%
847,224,4,2014/11/23,1191,310,Major Market,Central,73,Beans,Coffee,H,194,534,IL,220,300,190,520,116,Regular,14814,7942,7895,36%
970,54,-37,2014/11/24,601,79,Major Market,Central,15,Beans,Espresso,I,53,133,CO,60,110,90,170,26,Regular,14527,8188,7942,40%
815,247,-104,2014/11/25,1744,329,Major Market,Central,81,Beans,Espresso,I,216,576,IL,310,420,320,730,113,Regular,14986,8023,8188,38%
740,153,-53,2014/11/26,1319,153,Major Market,Central,42,Beans,Espresso,I,87,306,OH,190,200,140,390,66,Regular,14976,8064,8023,28%
303,153,7,2014/11/27,1319,153,Major Market,Central,42,Leaves,Herbal Tea,K,87,306,CO,140,140,80,280,66,Decaf,14912,8014,8064,28%
309,123,3,2014/11/28,959,179,Major Market,Central,34,Leaves,Herbal Tea,K,133,302,IL,110,170,130,280,46,Decaf,15006,7996,8014,44%
630,86,8,2014/11/29,1003,124,Major Market,Central,24,Leaves,Herbal Tea,B,88,210,IL,80,110,80,190,36,Decaf,14627,7971,7996,42%
513,88,2,2014/11/30,817,133,Major Market,Central,29,Leaves,Tea,C,72,221,OH,70,110,70,180,61,Regular,14439,8071,7971,33%
740,134,31,2014/12/1,690,186,Major Market,Central,41,Leaves,Tea,M,121,320,OH,110,150,90,260,65,Regular,14291,8027,8071,38%
719,81,6,2014/12/2,551,104,Major Market,Central,26,Leaves,Tea,D,66,185,CO,60,90,60,150,38,Regular,14103,7998,8027,36%
319,10,-11,2014/12/3,594,14,Small Market,Central,3,Beans,Coffee,F,-1,24,IA,0,20,10,20,15,Decaf,13885,8171,7998,-4%
715,83,-13,2014/12/4,575,112,Small Market,Central,27,Beans,Coffee,F,57,195,WI,80,110,70,190,55,Decaf,13944,8349,8171,29%
573,68,-14,2014/12/5,619,85,Small Market,Central,25,Beans,Coffee,H,26,153,MO,60,90,40,150,59,Regular,13920,8478,8349,17%
715,105,-10,2014/12/6,716,145,Small Market,Central,95,Beans,Coffee,H,20,250,WI,100,140,30,240,125,Regular,13825,8641,8478,8%
314,50,-22,2014/12/7,898,73,Small Market,Central,14,Beans,Espresso,I,48,123,MO,60,90,70,150,25,Regular,13881,8679,8641,39%
715,80,-30,2014/12/8,1079,96,Small Market,Central,24,Beans,Espresso,I,50,176,WI,100,120,80,220,46,Regular,14022,8712,8679,28%
641,247,16,2014/12/9,1744,329,Small Market,Central,81,Leaves,Herbal Tea,K,216,576,IA,230,300,200,530,113,Decaf,13801,8561,8712,38%
319,127,3,2014/12/10,830,185,Small Market,Central,40,Leaves,Herbal Tea,A,123,312,IA,120,170,120,290,62,Decaf,13922,8517,8561,39%
641,250,36,2014/12/11,1820,251,Small Market,Central,70,Leaves,Tea,C,156,501,IA,210,200,120,410,95,Regular,13567,8479,8517,31%
641,294,46,2014/12/12,1838,360,Small Market,Central,111,Leaves,Tea,M,216,654,IA,240,300,170,540,144,Regular,13850,8454,8479,33%
573,20,-6,2014/12/13,218,25,Small Market,Central,7,Leaves,Tea,M,-16,45,MO,10,20,-10,30,41,Regular,13685,8523,8454,-36%
719,108,22,2014/12/14,971,174,Major Market,Central,30,Beans,Coffee,F,172,282,CO,100,160,150,260,41,Decaf,13860,8663,8523,61%
815,122,11,2014/12/15,789,196,Major Market,Central,39,Beans,Coffee,F,171,318,IL,110,190,160,300,61,Decaf,13491,8603,8663,54%
970,72,-47,2014/12/16,650,122,Major Market,Central,23,Beans,Espresso,E,83,194,CO,100,160,130,260,54,Decaf,13306,8629,8603,43%
773,239,-79,2014/12/17,1755,270,Major Market,Central,66,Beans,Espresso,E,221,509,IL,340,370,300,710,90,Decaf,13741,8440,8629,43%
419,54,-52,2014/12/18,404,74,Major Market,Central,20,Beans,Espresso,E,18,128,OH,70,100,70,170,54,Decaf,13534,8561,8440,14%
719,123,37,2014/12/19,915,199,Major Market,Central,34,Beans,Coffee,G,197,322,CO,120,180,160,300,46,Regular,13243,8582,8561,61%
815,154,18,2014/12/20,1132,237,Major Market,Central,50,Beans,Coffee,H,178,391,IL,150,220,160,370,93,Regular,13186,8621,8582,46%
970,76,-53,2014/12/21,580,123,Major Market,Central,21,Beans,Espresso,I,117,199,CO,100,180,170,280,32,Regular,13049,8635,8621,59%
312,257,-88,2014/12/22,1662,380,Major Market,Central,84,Beans,Espresso,I,332,637,IL,370,520,420,890,117,Regular,13258,8621,8635,52%
513,161,-53,2014/12/23,1267,182,Major Market,Central,45,Beans,Espresso,I,137,343,OH,230,240,190,470,69,Regular,13167,8549,8621,40%
720,161,27,2014/12/24,1267,182,Major Market,Central,45,Leaves,Herbal Tea,K,137,343,CO,120,140,110,260,69,Decaf,13163,8637,8549,40%
708,123,57,2014/12/25,915,199,Major Market,Central,34,Leaves,Herbal Tea,K,197,322,IL,90,150,140,240,46,Decaf,12917,8591,8637,61%
815,108,52,2014/12/26,971,174,Major Market,Central,30,Leaves,Herbal Tea,B,172,282,IL,80,130,120,210,41,Decaf,12770,8696,8591,61%
419,82,36,2014/12/27,788,136,Major Market,Central,27,Leaves,Tea,C,96,218,OH,50,90,60,140,58,Regular,12575,8760,8696,44%
419,91,33,2014/12/28,656,141,Major Market,Central,28,Leaves,Tea,M,113,232,OH,50,100,80,150,51,Regular,12535,8724,8760,49%
970,90,30,2014/12/29,572,128,Major Market,Central,29,Leaves,Tea,D,110,218,CO,50,90,80,140,41,Regular,12293,8933,8724,50%
641,10,-13,2014/12/30,598,15,Small Market,Central,3,Beans,Coffee,F,-3,25,IA,0,10,10,10,15,Decaf,12172,9210,8933,-12%
920,86,-9,2014/12/31,547,129,Small Market,Central,28,Beans,Coffee,F,91,215,WI,80,120,100,200,55,Decaf,12218,9251,9210,42%
573,79,-18,2015/1/1,593,110,Small Market,Central,30,Beans,Coffee,H,52,189,MO,70,100,70,170,63,Regular,12146,9226,9251,28%
414,96,-33,2015/1/2,683,149,Small Market,Central,87,Beans,Coffee,H,27,245,WI,90,140,60,230,116,Regular,12077,9324,9226,11%
573,40,-37,2015/1/3,881,66,Small Market,Central,11,Beans,Espresso,I,53,106,MO,50,90,90,140,23,Regular,11840,9528,9324,50%
262,80,-49,2015/1/4,1055,105,Small Market,Central,24,Beans,Espresso,I,71,185,WI,110,140,120,250,46,Regular,11611,9565,9528,38%
319,257,122,2015/1/5,1662,380,Small Market,Central,84,Leaves,Herbal Tea,K,332,637,IA,200,280,210,480,117,Decaf,11259,9583,9565,52%
515,122,39,2015/1/6,789,196,Small Market,Central,39,Leaves,Herbal Tea,A,169,318,IA,90,150,130,240,62,Decaf,11491,9593,9583,53%
417,86,-49,2015/1/7,1698,30,Small Market,Central,26,Leaves,Herbal Tea,A,-39,116,MO,60,20,10,80,49,Decaf,11548,9620,9593,-34%
515,239,111,2015/1/8,1755,270,Small Market,Central,66,Leaves,Tea,C,221,509,IA,170,170,110,340,90,Regular,11444,9433,9620,43%
515,255,142,2015/1/9,1756,349,Small Market,Central,96,Leaves,Tea,M,272,604,IA,170,230,130,400,129,Regular,11508,9367,9433,45%
573,25,-16,2015/1/10,209,35,Small Market,Central,9,Leaves,Tea,M,-16,60,MO,10,20,0,30,42,Regular,11223,9564,9367,-27%
720,81,45,2015/1/11,984,130,Major Market,Central,22,Beans,Coffee,F,125,211,CO,80,110,80,190,33,Decaf,10879,9756,9564,59%
847,113,47,2015/1/12,803,183,Major Market,Central,36,Beans,Coffee,F,157,296,IL,110,160,110,270,59,Decaf,10917,9931,9756,53%
970,75,-14,2015/1/13,659,126,Major Market,Central,24,Beans,Espresso,E,86,201,CO,90,150,100,240,56,Decaf,10972,9908,9931,43%
847,211,-9,2015/1/14,1778,240,Major Market,Central,59,Beans,Espresso,E,191,451,IL,270,270,200,540,83,Decaf,11384,9846,9908,42%
719,118,60,2015/1/15,930,191,Major Market,Central,33,Beans,Coffee,G,190,309,CO,110,170,130,280,44,Regular,11302,9799,9846,61%
815,173,66,2015/1/16,1150,266,Major Market,Central,57,Beans,Coffee,H,206,439,IL,170,230,140,400,100,Regular,11311,9693,9799,47%
303,50,1,2015/1/17,589,81,Major Market,Central,14,Beans,Espresso,I,71,131,CO,60,90,70,150,25,Regular,11075,9706,9693,54%
630,228,1,2015/1/18,1691,339,Major Market,Central,75,Beans,Espresso,I,291,567,IL,290,390,290,680,108,Regular,11568,9531,9706,51%
234,181,-11,2015/1/19,1283,206,Major Market,Central,50,Beans,Espresso,I,159,387,OH,230,230,170,460,75,Regular,11460,9435,9531,41%
970,181,59,2015/1/20,1283,206,Major Market,Central,50,Leaves,Herbal Tea,K,159,387,CO,170,160,100,330,75,Decaf,11220,9312,9435,41%
708,118,78,2015/1/21,930,191,Major Market,Central,33,Leaves,Herbal Tea,K,188,309,IL,110,150,110,260,45,Decaf,10892,9278,9312,61%
708,81,45,2015/1/22,984,130,Major Market,Central,22,Leaves,Herbal Tea,B,125,211,IL,70,110,80,180,33,Decaf,10529,9252,9278,59%
614,78,32,2015/1/23,798,132,Major Market,Central,25,Leaves,Tea,C,92,210,OH,60,100,60,160,57,Regular,10618,9228,9252,44%
309,75,38,2015/1/24,659,126,Major Market,Central,24,Leaves,Tea,M,88,201,IL,60,90,50,150,55,Regular,10738,9245,9228,44%
740,102,62,2015/1/25,666,159,Major Market,Central,31,Leaves,Tea,M,132,261,OH,80,120,70,200,54,Regular,10818,9209,9245,51%
970,88,44,2015/1/26,561,125,Major Market,Central,29,Leaves,Tea,D,104,213,CO,70,90,60,160,42,Regular,10990,9197,9209,49%
319,10,-14,2015/1/27,596,15,Small Market,Central,3,Beans,Coffee,F,-4,25,IA,0,20,10,20,16,Decaf,10898,9256,9197,-16%
920,77,16,2015/1/28,557,115,Small Market,Central,25,Beans,Coffee,F,76,192,WI,70,100,60,170,52,Decaf,10640,9274,9256,40%
712,15,2,2015/1/29,848,27,Small Market,Central,4,Beans,Coffee,G,12,42,IA,10,20,10,30,16,Regular,10309,9328,9274,29%
573,82,16,2015/1/30,601,114,Small Market,Central,31,Beans,Coffee,H,56,196,MO,80,100,40,180,64,Regular,10423,9305,9328,29%
608,94,-6,2015/1/31,694,145,Small Market,Central,85,Beans,Coffee,H,24,239,WI,90,130,30,220,114,Regular,10587,9295,9305,10%
573,54,-4,2015/2/1,885,87,Small Market,Central,15,Beans,Espresso,I,76,141,MO,60,100,80,160,27,Regular,10458,9325,9295,54%
715,75,-3,2015/2/2,1063,100,Small Market,Central,23,Beans,Espresso,I,67,175,WI,90,110,70,200,44,Regular,10158,9332,9325,38%
641,228,111,2015/2/3,1691,339,Small Market,Central,75,Leaves,Herbal Tea,K,291,567,IA,210,280,180,490,108,Decaf,9980,9202,9332,51%
641,113,59,2015/2/4,803,183,Small Market,Central,36,Leaves,Herbal Tea,A,159,296,IA,100,150,100,250,58,Decaf,9744,9138,9202,54%
563,211,81,2015/2/5,1778,240,Small Market,Central,59,Leaves,Tea,C,191,451,IA,170,180,110,350,83,Regular,9726,9005,9138,42%
641,245,127,2015/2/6,1784,336,Small Market,Central,93,Leaves,Tea,M,257,581,IA,200,250,130,450,127,Regular,9903,8803,9005,44%
720,86,41,2015/2/7,1003,138,Major Market,Central,24,Beans,Coffee,F,131,224,CO,80,120,90,200,36,Decaf,9760,8772,8803,58%
312,127,51,2015/2/8,830,205,Major Market,Central,40,Beans,Coffee,F,181,332,IL,120,180,130,300,63,Decaf,9990,8717,8772,55%
720,67,-10,2015/2/9,677,112,Major Market,Central,22,Beans,Espresso,E,70,179,CO,80,130,80,210,54,Decaf,9692,8696,8717,39%
773,250,-7,2015/2/10,1820,284,Major Market,Central,70,Beans,Espresso,E,233,534,IL,320,320,240,640,94,Decaf,9836,8510,8696,44%
303,123,69,2015/2/11,959,199,Major Market,Central,34,Beans,Coffee,G,199,322,CO,120,170,130,290,45,Regular,9808,8486,8510,62%
312,224,98,2015/2/12,1191,345,Major Market,Central,73,Beans,Coffee,H,288,569,IL,220,300,190,520,116,Regular,9736,8309,8486,51%
970,54,-11,2015/2/13,601,88,Major Market,Central,15,Beans,Espresso,I,79,142,CO,60,110,90,170,26,Regular,9605,8333,8309,56%
708,247,1,2015/2/14,1744,367,Major Market,Central,81,Beans,Espresso,I,321,614,IL,310,420,320,730,113,Regular,9814,8127,8333,52%
937,153,-11,2015/2/15,1319,173,Major Market,Central,42,Beans,Espresso,I,129,326,OH,190,200,140,390,66,Regular,9636,8064,8127,40%
970,153,49,2015/2/16,1319,173,Major Market,Central,42,Leaves,Herbal Tea,K,129,326,CO,140,140,80,280,66,Decaf,9253,7997,8064,40%
618,123,67,2015/2/17,959,199,Major Market,Central,34,Leaves,Herbal Tea,K,197,322,IL,110,170,130,280,46,Decaf,9316,7934,7997,61%
312,86,51,2015/2/18,1003,138,Major Market,Central,24,Leaves,Herbal Tea,B,131,224,IL,80,110,80,190,36,Decaf,9307,7921,7934,58%
513,88,37,2015/2/19,817,148,Major Market,Central,29,Leaves,Tea,C,107,236,OH,70,110,70,180,61,Regular,8974,7915,7921,45%
513,134,90,2015/2/20,690,207,Major Market,Central,41,Leaves,Tea,M,180,341,OH,110,150,90,260,65,Regular,8733,7855,7915,53%
719,81,38,2015/2/21,551,116,Major Market,Central,26,Leaves,Tea,D,98,197,CO,60,90,60,150,38,Regular,8604,7852,7855,50%
712,10,-11,2015/2/22,594,16,Small Market,Central,3,Beans,Coffee,F,-1,26,IA,0,20,10,20,15,Decaf,8302,7927,7852,-4%
414,83,15,2015/2/23,575,125,Small Market,Central,27,Beans,Coffee,F,85,208,WI,80,110,70,190,55,Decaf,8400,7904,7927,41%
573,68,-1,2015/2/24,619,95,Small Market,Central,25,Beans,Coffee,H,39,163,MO,60,90,40,150,59,Regular,8225,7881,7904,24%
262,105,0,2015/2/25,716,161,Small Market,Central,95,Beans,Coffee,H,30,266,WI,100,140,30,240,125,Regular,7889,7834,7881,11%
573,50,1,2015/2/26,898,81,Small Market,Central,14,Beans,Espresso,I,71,131,MO,60,90,70,150,25,Regular,7936,7862,7834,54%
262,80,-6,2015/2/27,1079,108,Small Market,Central,24,Beans,Espresso,I,74,188,WI,100,120,80,220,46,Regular,7799,7847,7862,39%
515,247,121,2015/2/28,1744,367,Small Market,Central,81,Leaves,Herbal Tea,K,321,614,IA,230,300,200,530,113,Decaf,8013,7692,7847,52%
515,127,63,2015/3/1,830,205,Small Market,Central,40,Leaves,Herbal Tea,A,183,332,IA,120,170,120,290,62,Decaf,7976,7660,7692,55%
641,250,112,2015/3/2,1820,284,Small Market,Central,70,Leaves,Tea,C,232,534,IA,210,200,120,410,95,Regular,8450,7468,7660,43%
563,294,151,2015/3/3,1838,403,Small Market,Central,111,Leaves,Tea,M,321,697,IA,240,300,170,540,144,Regular,8605,7264,7468,46%
816,20,-14,2015/3/4,218,28,Small Market,Central,7,Leaves,Tea,M,-24,48,MO,10,20,-10,30,41,Regular,8398,7334,7264,-50%
951,154,-17,2015/3/5,3654,-24,Major Market,West,50,Beans,Coffee,F,-117,130,CA,220,-30,-100,190,93,Decaf,8485,7271,7334,-90%
714,257,-15,2015/3/6,1662,341,Major Market,West,84,Beans,Espresso,E,225,598,CA,230,320,240,550,116,Decaf,8843,7088,7271,38%
818,122,-14,2015/3/7,2555,-13,Major Market,West,39,Beans,Coffee,G,-74,109,CA,170,-20,-60,150,61,Regular,8657,7032,7088,-68%
626,260,-223,2015/3/8,2548,390,Major Market,West,91,Beans,Coffee,H,247,650,CA,380,580,470,960,143,Regular,9057,6850,7032,38%
562,239,-11,2015/3/9,1755,239,Major Market,West,66,Beans,Espresso,J,149,478,CA,210,220,160,430,90,Regular,9367,6653,6850,31%
562,125,-23,2015/3/10,898,173,Major Market,West,113,Beans,Espresso,I,27,298,CA,110,160,50,270,146,Regular,9258,6616,6653,9%
661,108,-5,2015/3/11,971,157,Major Market,West,30,Leaves,Herbal Tea,K,115,265,CA,80,130,120,210,42,Decaf,9401,6555,6616,43%
562,239,16,2015/3/12,1246,281,Major Market,West,74,Leaves,Herbal Tea,A,186,520,CA,190,220,170,410,95,Decaf,9717,6386,6555,36%
562,123,54,2015/3/13,915,179,Major Market,West,34,Leaves,Tea,C,134,302,CA,50,90,80,140,45,Regular,9393,6331,6386,44%
971,43,-51,2015/3/14,419,64,Small Market,West,13,Beans,Coffee,F,29,107,OR,50,100,80,150,35,Decaf,9344,6368,6331,27%
435,79,-86,2015/3/15,593,98,Small Market,West,30,Beans,Coffee,F,34,177,UT,100,160,120,260,64,Decaf,9042,6378,6368,19%
425,96,-83,2015/3/16,683,134,Small Market,West,87,Beans,Coffee,F,17,230,WA,140,190,100,330,117,Decaf,8710,6360,6378,7%
503,161,-19,2015/3/17,1267,161,Small Market,West,45,Beans,Espresso,E,91,322,OR,140,150,110,290,70,Decaf,8787,6290,6360,28%
253,80,-32,2015/3/18,1055,94,Small Market,West,24,Beans,Espresso,E,48,174,WA,60,90,80,150,46,Decaf,8869,6266,6290,28%
971,51,-55,2015/3/19,503,71,Small Market,West,46,Beans,Coffee,G,-5,122,OR,70,100,50,170,76,Regular,8602,6314,6266,-4%
435,65,-54,2015/3/20,1053,77,Small Market,West,20,Beans,Coffee,G,36,142,UT,90,110,90,200,41,Regular,8214,6294,6314,25%
971,60,-69,2015/3/21,463,84,Small Market,West,19,Beans,Coffee,H,21,144,OR,80,130,90,210,63,Regular,8320,6288,6294,15%
435,47,-58,2015/3/22,375,64,Small Market,West,15,Beans,Coffee,H,22,111,UT,50,100,80,150,42,Regular,7931,6339,6288,20%
206,68,-54,2015/3/23,438,99,Small Market,West,21,Beans,Coffee,H,56,167,WA,90,140,110,230,43,Regular,7764,6324,6339,34%
206,22,-10,2015/3/24,573,29,Small Market,West,7,Beans,Espresso,J,10,51,WA,10,20,20,30,19,Regular,7523,6345,6324,20%
702,21,-6,2015/3/25,846,31,Small Market,West,5,Beans,Espresso,I,14,52,NV,10,20,20,30,17,Regular,7393,6369,6345,27%
801,103,-23,2015/3/26,564,133,Small Market,West,33,Beans,Espresso,I,87,236,UT,80,130,110,210,46,Regular,7405,6314,6369,37%
775,125,-34,2015/3/27,898,173,Small Market,West,113,Leaves,Herbal Tea,K,26,298,NV,90,150,60,240,147,Decaf,7574,6284,6314,9%
206,125,-15,2015/3/28,1119,188,Small Market,West,41,Leaves,Herbal Tea,K,115,313,WA,90,160,130,250,73,Decaf,7791,6229,6284,37%
702,154,0,2015/3/29,1132,213,Small Market,West,50,Leaves,Herbal Tea,A,120,367,NV,120,170,120,290,93,Decaf,7996,6143,6229,33%
971,90,-17,2015/3/30,572,115,Small Market,West,29,Leaves,Herbal Tea,A,73,205,OR,60,100,90,160,42,Decaf,8107,6114,6143,36%
702,122,-16,2015/3/31,789,176,Small Market,West,39,Leaves,Herbal Tea,B,114,298,NV,90,150,130,240,62,Decaf,8068,6060,6114,38%
435,86,-27,2015/4/1,1698,23,Small Market,West,26,Leaves,Herbal Tea,B,-27,109,UT,60,20,0,80,50,Decaf,7945,6023,6060,-25%
702,257,94,2015/4/2,1662,341,Small Market,West,84,Leaves,Tea,C,224,598,NV,110,180,130,290,117,Regular,8280,5861,6023,37%
541,21,-4,2015/4/3,480,32,Small Market,West,5,Leaves,Tea,C,16,53,OR,0,20,20,20,16,Regular,8275,5940,5861,30%
775,239,69,2015/4/4,1755,239,Small Market,West,66,Leaves,Tea,M,149,478,NV,110,120,80,230,90,Regular,8650,5775,5940,31%
702,255,-193,2015/4/5,7058,-234,Small Market,West,96,Leaves,Tea,D,-363,21,NV,110,-110,-170,0,129,Regular,8615,5616,5775,-1729%
435,25,-22,2015/4/6,209,31,Small Market,West,9,Leaves,Tea,D,-12,56,UT,0,20,10,20,43,Regular,8640,5675,5616,-21%
909,173,3,2015/4/7,3909,-27,Major Market,West,57,Beans,Coffee,F,-127,146,CA,200,-30,-130,170,100,Decaf,8651,5581,5675,-87%
707,228,7,2015/4/8,1691,304,Major Market,West,75,Beans,Espresso,E,197,532,CA,220,290,190,510,107,Decaf,8778,5419,5581,37%
619,113,-6,2015/4/9,2758,3,Major Market,West,36,Beans,Coffee,G,-56,116,CA,130,0,-50,130,59,Regular,8838,5352,5419,-48%
951,249,-75,2015/4/10,2580,374,Major Market,West,87,Beans,Coffee,H,235,623,CA,290,450,310,740,139,Regular,9212,5150,5352,38%
559,211,-11,2015/4/11,1778,212,Major Market,West,59,Beans,Espresso,J,129,423,CA,200,210,140,410,83,Regular,9293,5011,5150,30%
818,121,-14,2015/4/12,912,168,Major Market,West,109,Beans,Espresso,I,26,289,CA,110,170,40,280,142,Regular,9480,4935,5011,9%
213,81,4,2015/4/13,984,117,Major Market,West,22,Leaves,Herbal Tea,K,84,198,CA,70,110,80,180,33,Decaf,9529,4954,4935,42%
213,225,14,2015/4/14,1272,265,Major Market,West,69,Leaves,Herbal Tea,A,174,490,CA,210,240,160,450,91,Decaf,9893,4807,4954,36%
213,118,18,2015/4/15,930,172,Major Market,West,33,Leaves,Tea,C,128,290,CA,80,130,110,210,44,Regular,10072,4775,4807,44%
801,82,-22,2015/4/16,601,102,Small Market,West,31,Beans,Coffee,F,38,184,UT,90,120,60,210,64,Decaf,10132,4774,4775,21%
253,94,-24,2015/4/17,694,130,Small Market,West,85,Beans,Coffee,F,16,224,WA,110,150,40,260,114,Decaf,10159,4776,4774,7%
503,181,-12,2015/4/18,1283,182,Small Market,West,50,Beans,Espresso,E,108,363,OR,170,180,120,350,74,Decaf,10480,4674,4776,30%
801,69,-11,2015/4/19,1060,81,Small Market,West,21,Beans,Coffee,G,39,150,UT,80,90,50,170,42,Regular,10583,4682,4674,26%
971,53,-26,2015/4/20,470,75,Small Market,West,17,Beans,Coffee,H,14,128,OR,60,90,40,150,61,Regular,10647,4679,4682,11%
425,63,-20,2015/4/21,446,93,Small Market,West,20,Beans,Coffee,H,50,156,WA,70,110,70,180,43,Regular,10713,4666,4679,32%
775,15,-1,2015/4/22,848,24,Small Market,West,4,Beans,Espresso,I,9,39,NV,10,20,10,30,15,Regular,10715,4707,4666,23%
435,101,-5,2015/4/23,552,130,Small Market,West,33,Beans,Espresso,I,85,231,UT,90,130,90,220,45,Regular,10719,4703,4707,37%
775,121,6,2015/4/24,912,168,Small Market,West,109,Leaves,Herbal Tea,K,26,289,NV,110,150,20,260,142,Decaf,10823,4622,4703,9%
206,130,2,2015/4/25,1134,195,Small Market,West,42,Leaves,Herbal Tea,K,122,325,WA,120,180,120,300,73,Decaf,10872,4548,4622,38%
702,173,8,2015/4/26,1150,239,Small Market,West,57,Leaves,Herbal Tea,A,138,412,NV,160,220,130,380,101,Decaf,11191,4459,4548,33%
971,88,0,2015/4/27,561,112,Small Market,West,29,Leaves,Herbal Tea,A,70,200,OR,80,100,70,180,42,Decaf,11282,4422,4459,35%
702,113,7,2015/4/28,803,165,Small Market,West,36,Leaves,Herbal Tea,B,107,278,NV,100,150,100,250,58,Decaf,11377,4357,4422,38%
702,228,56,2015/4/29,1691,304,Small Market,West,75,Leaves,Tea,C,196,532,NV,160,220,140,380,108,Regular,11798,4203,4357,37%
702,211,48,2015/4/30,1778,212,Small Market,West,59,Leaves,Tea,M,128,423,NV,150,150,80,300,84,Regular,12058,4043,4203,30%
971,78,12,2015/5/1,798,119,Small Market,West,25,Leaves,Tea,M,62,197,OR,50,90,50,140,57,Regular,12098,4038,4043,31%
702,245,-60,2015/5/2,7653,-213,Small Market,West,93,Leaves,Tea,D,-340,32,NV,180,-180,-280,0,127,Regular,12103,3836,4038,-1063%
971,102,19,2015/5/3,666,143,Small Market,West,31,Leaves,Tea,D,89,245,OR,70,100,70,170,54,Regular,12157,3786,3836,36%
714,224,1,2015/5/4,4216,-32,Major Market,West,73,Beans,Coffee,F,-149,192,CA,260,-40,-150,220,117,Decaf,12220,3621,3786,-78%
209,247,6,2015/5/5,1744,329,Major Market,West,81,Beans,Espresso,E,216,576,CA,240,310,210,550,113,Decaf,12759,3449,3621,38%
951,127,2,2015/5/6,2947,-25,Major Market,West,40,Beans,Coffee,G,-88,102,CA,150,-30,-90,120,63,Regular,12790,3389,3449,-86%
707,279,-79,2015/5/7,2642,420,Major Market,West,97,Beans,Coffee,H,271,699,CA,330,500,350,830,149,Regular,13153,3184,3389,39%
916,250,-3,2015/5/8,1820,251,Major Market,West,70,Beans,Espresso,J,157,501,CA,240,240,160,480,94,Regular,13468,2996,3184,31%
530,135,-9,2015/5/9,940,187,Major Market,West,122,Beans,Espresso,I,31,322,CA,130,180,40,310,156,Regular,13717,2907,2996,10%
626,86,9,2015/5/10,1003,124,Major Market,West,24,Leaves,Herbal Tea,K,89,210,CA,80,110,80,190,35,Decaf,13846,2920,2907,42%
415,241,18,2015/5/11,1321,284,Major Market,West,74,Leaves,Herbal Tea,A,188,525,CA,220,260,170,480,96,Decaf,13887,2742,2920,36%
916,123,24,2015/5/12,959,179,Major Market,West,34,Leaves,Tea,C,134,302,CA,90,130,110,220,45,Regular,14065,2678,2742,44%
435,68,-24,2015/5/13,619,85,Small Market,West,25,Beans,Coffee,F,26,153,UT,80,100,50,180,59,Decaf,14169,2668,2678,17%
509,105,-30,2015/5/14,716,145,Small Market,West,95,Beans,Coffee,F,20,250,WA,120,170,50,290,125,Decaf,14171,2660,2668,8%
971,153,7,2015/5/15,1319,153,Small Market,West,42,Beans,Espresso,E,87,306,OR,150,140,80,290,66,Decaf,14398,2590,2660,28%
